9.765625000000000000e-04,9.765625000000000000e-04
2.929687500000000000e-03,9.765625000000000000e-04
4.882812500000000000e-03,9.765625000000000000e-04
6.835937500000000000e-03,9.765625000000000000e-04
8.789062500000000000e-03,9.765625000000000000e-04
1.074218750000000000e-02,9.765625000000000000e-04
1.269531250000000000e-02,9.765625000000000000e-04
9.765625000000000000e-04,2.929687500000000000e-03
2.929687500000000000e-03,2.929687500000000000e-03
4.882812500000000000e-03,2.929687500000000000e-03
6.835937500000000000e-03,2.929687500000000000e-03
8.789062500000000000e-03,2.929687500000000000e-03
1.074218750000000000e-02,2.929687500000000000e-03
1.269531250000000000e-02,2.929687500000000000e-03
9.765625000000000000e-04,4.882812500000000000e-03
2.929687500000000000e-03,4.882812500000000000e-03
4.882812500000000000e-03,4.882812500000000000e-03
6.835937500000000000e-03,4.882812500000000000e-03
8.789062500000000000e-03,4.882812500000000000e-03
1.074218750000000000e-02,4.882812500000000000e-03
1.269531250000000000e-02,4.882812500000000000e-03
9.765625000000000000e-04,6.835937500000000000e-03
2.929687500000000000e-03,6.835937500000000000e-03
4.882812500000000000e-03,6.835937500000000000e-03
6.835937500000000000e-03,6.835937500000000000e-03
8.789062500000000000e-03,6.835937500000000000e-03
1.074218750000000000e-02,6.835937500000000000e-03
1.269531250000000000e-02,6.835937500000000000e-03
9.765625000000000000e-04,8.789062500000000000e-03
2.929687500000000000e-03,8.789062500000000000e-03
4.882812500000000000e-03,8.789062500000000000e-03
6.835937500000000000e-03,8.789062500000000000e-03
8.789062500000000000e-03,8.789062500000000000e-03
1.074218750000000000e-02,8.789062500000000000e-03
1.269531250000000000e-02,8.789062500000000000e-03
9.765625000000000000e-04,1.074218750000000000e-02
2.929687500000000000e-03,1.074218750000000000e-02
4.882812500000000000e-03,1.074218750000000000e-02
6.835937500000000000e-03,1.074218750000000000e-02
8.789062500000000000e-03,1.074218750000000000e-02
1.074218750000000000e-02,1.074218750000000000e-02
1.269531250000000000e-02,1.074218750000000000e-02
9.765625000000000000e-04,1.269531250000000000e-02
2.929687500000000000e-03,1.269531250000000000e-02
4.882812500000000000e-03,1.269531250000000000e-02
6.835937500000000000e-03,1.269531250000000000e-02
8.789062500000000000e-03,1.269531250000000000e-02
1.074218750000000000e-02,1.269531250000000000e-02
1.269531250000000000e-02,1.269531250000000000e-02
